OBJECTID,class,classid,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,BSI,EVI,GNDVI,NDMI,NDVI,NDWI,SAVI,B4_asm,B4_contrast,B4_corr,B4_diss,B4_ent,B4_idm,B4_var,B8_asm,B8_contrast,B8_corr,B8_diss,B8_ent,B8_idm,B8_var,B3_asm,B3_contrast,B3_corr,B3_diss,B3_ent,B3_idm,B3_var,elevation,slope,aspect,B7_asm,B7_contrast,B7_corr,B7_diss,B7_ent,B7_idm,B7_var
380,Built up,4,3881.0,3642.0,4980.0,4904.0,4894.0,3456.5,3470.5,3666.5,4872.0,3809.0,-0.058053568,-0.01642586,-0.00979357,0.10573513,-0.007153693,-0.00979357,-0.007168414,0.00750544,26808611145.21527,0.4775068658217191,108874.27777777778,4.898587131399303,0.0108507044667039,25408483387.886383,0.007474923,19083051033.53038,0.4209416056640511,95993.03819444444,4.901294737573365,0.006944469,16309383981.152802,0.007474923,31149615736.0382,0.5055040962360812,114587.51388888888,4.901294737573364,0.006944449,31222493932.363388,76,9.137263,270.0,0.015357123,4845676940.57118,0.6111245501853615,40732.934895833336,4.308305459,0.382378541360693,6193053787.449951
191,Trees,6,2325.5,1577.5,1287.0,1480.5,1283.0,1818.0,3346.0,3902.0,4064.0,4246.5,-0.19219145,0.571935738,0.46912697,0.2673305,0.5202483,0.46912697,0.4008648318397754,0.008757415,162885202.90277776,0.3614136212335243,4762.610243055555,4.801151760885025,0.042538219,127534927.99035645,0.008042324,3527110245.2725697,0.4023487118179873,42646.31336805555,4.845337543309412,0.031250094,2940772930.76706,0.008053627,95112334.9765625,0.4501232106595059,6513.821180555557,4.843532472526705,0.0347230669298407,89283898.4218216,74,3.1365173,240.50464,0.019636743,1199397046.765625,0.5035574843661537,20180.101562500004,4.116596532957745,0.4375000084770771,1208648155.2140808
3744,Bareland,7,5066.0,4923.0,2156.0,2666.0,3276.0,3606.0,3704.0,3825.0,3798.0,3902.0,0.16723932,0.072209436,0.17512377,-0.14434105,0.06981919,0.17512377,0.06195547,0.008781527,138374611.24305552,0.8194601296475761,8946.664930555557,4.789380349045459,0.0460072632281772,390506155.7984314,0.00830907,235621280.5486111,0.8302830387963737,11952.111111111111,4.820066552351498,0.053819561,713876899.6922302,0.008455253,69633821.30555557,0.8072994324875036,6479.645833333334,4.811642888698859,0.042534982854796,183538515.6468811,197,0.6183033,0.0,0.0181515540605709,256108610.76562497,0.7727998402244749,10675.827256944443,4.203228167,0.3715278070172904,572443259.8743896
3261,Bareland,7,3291.5,3110.5,1811.0,2161.0,2581.0,2767.0,2959.0,3096.0,2980.0,3112.5,0.086685054,0.085748899,0.16712016,-0.026936892,0.09218212,0.16712016,0.069059731,0.007457215,6296431613.540799,0.8427004865454919,57065.33333333333,4.903400653486524,0.003906392,20183306729.343628,0.007378472,12661313232.990454,0.837285951,84298.45486,4.910921781747808,5.0122813953038116e-08,39267711561.795074,0.007378472,2666002249.470052,0.8370402065663055,36662.37543402778,4.910921781747808,1.495878117088021e-07,8240322274.256775,125,0.0,0.0,0.0147207754629629,11983074726.118923,0.8124107176164796,70441.23350694444,4.3429261754556325,0.3750000077148459,32414907367.715576
2137,Mixed crop fields,3,2989.333333333333,2503.0,1498.6666666666667,1690.5,1813.0,2061.0,2823.5,3091.0,3151.0,3281.8,0.024600308,0.2790250103047041,0.28642952,-0.001270733,0.254804,0.28642952,0.1954587581093605,0.008313968,354617474.50477433,0.6207926832900156,13107.02560763889,4.826372537041168,0.042102188,464605376.37036896,0.007981289,1019824727.4288197,0.6385565176895659,25823.849826388887,4.8507527556575365,0.031250209,1414003164.7852478,0.008150077,58118550.7517361,0.6575542967452315,5734.605034722222,4.833905428352261,0.034728269,84881256.32439423,30,0.0,0.0,0.0184039834104938,938461369.279514,0.5448154307521744,20279.85938,4.1984264084405165,0.3750000781712859,1042285086.7029724
2587,Maize fields,1,3955.0,3081.0,1532.0,1705.0,1878.0,2179.0,2667.0,2846.0,2956.0,3125.0,0.147301,0.1804594959853725,0.24281,-0.16700901,0.19038077,0.24281,0.1402957486136783,0.008392711,142549166.0659722,0.4702465199745199,9087.776041666666,4.815854720525178,0.03819465,134549566.4457779,0.00819981,382275837.1493055,0.6687456702856425,15258.741319444443,4.8302952867868445,0.039062639,577908659.4378662,0.008984224,43620838.49739584,0.5671934468712729,5127.735243055555,4.784555063908429,0.0451395565968013,50594690.01774597,51,0.33856156,270.0,0.0196367428626543,201579849.9756944,0.7309801016242963,8283.552951388889,4.116596532957746,0.4375003081868924,379694069.9820709
3737,Shrubs,5,3887.0,3079.0,1582.0,1771.0,1862.0,2305.0,2889.0,3127.0,3160.0,3436.0,0.09840884,0.2420379554863302,0.2841751,-0.106686965,0.24823284,0.2841751,0.1856475660140112,0.007481328,758520324.3541666,0.4634631459362056,21720.748263888883,4.900993892442913,0.007378858,707110531.0465317,0.00746362,1180701561.6432295,0.3531000790950497,27187.03993055556,4.903099808356073,0.003472775,916663390.7516783,0.007474923,182824889.16579863,0.4579463175254267,10829.395833333336,4.901294737573364,0.0138891738072397,168838225.45264435,189,0.6689223,90.0,0.0188331133053626,463969026.13715273,0.4336578441881094,12845.631076388889,4.201918475827679,0.3936632176276314,415334792.3435364
1945,Mixed crop fields,3,3345.5,2742.0,1491.5,1670.0,1795.5,2094.0,2722.5,2943.0,2907.0,3116.5,0.081866585,0.2060003377821866,0.2516479,-0.06937078,0.21913865,0.2516479,0.1622593311982781,0.007584183,767728093.2369795,0.4050093100752674,20539.38368055556,4.891066003138019,4.605368198057486e-07,654912266.372673,0.00740899,4079542734.155382,0.6970741343978692,47312.240451388905,4.908214175573746,0.003906306,6654121965.293854,0.007378472,409433033.89887154,0.4253919382544421,15537.490885416666,4.910921781747808,9.533970795727648e-07,359856387.33205414,13,1.0663583,286.85144,0.0147207754629629,2723261788.5685763,0.6585955927275243,34529.66840277778,4.342926175455631,0.3750000013383168,3961043310.7614746
2400,Trees,6,2306.0,1573.0,1280.0,1426.0,1323.0,1628.0,2739.0,3063.0,3292.0,3347.0,-0.11890592,0.4247714048212802,0.40503627,0.18477078,0.43192694,0.40503627,0.310377162,0.008236732,26537014.29817708,0.2951155347864361,3973.9865451388887,4.827286835482331,0.042535537,18825255.397766117,0.008031021,708498470.9930555,0.3881095638330265,21448.006944444445,4.847142614092119,0.0277778582991284,579616734.4343872,0.008255947,51324060.09809028,0.265949826757863,5547.540798611113,4.826384300090976,0.042969667,35027195.63920593,83,0.91799825,227.66202,0.0162553198543595,231803355.83680555,0.5874441603888554,9530.953124999998,4.281014056,0.378907009383106,280166639.72717285
3767,Shrubs,5,3910.0,3031.0,1670.0,1858.0,1992.0,2358.0,2782.0,3006.0,3116.0,3266.0,0.09196403,0.2142341177812417,0.2470229,-0.096020125,0.2043645,0.2470229,0.1553996957917863,0.007566476,193880744.6302083,0.3636747500639853,11083.947048611111,4.893171919051178,0.010850876223642,154062068.72344208,0.007669331,331591322.70312494,0.2759248027292671,13525.169270833334,4.883244029746283,0.0104168809997154,229702011.3813477,0.007846032,70965555.8732639,0.4441462656172757,6328.943576,4.867299237832361,0.0117193107036799,64040215.148864746,215,0.9103633,312.77744,0.017224723910108,101172960.7361111,0.4290715670752948,6316.265624999999,4.255067634314028,0.3750000662311763,87769837.76837158
1759,Trees,6,2897.5,2103.5,1368.0,1597.5,1428.5,2006.5,3137.0,3576.5,4088.0,3838.5,-0.11150327,0.5439584887966885,0.43853164,0.16623807,0.48461673,0.43853164,0.3793457906817236,0.007994098,947911606.6371528,0.8230490558428176,20843.98524305555,4.850151065396634,0.0312509873859988,2677506712.654404,0.008096954,3422007219.871963,0.8026702006280415,44081.51258680556,4.8402231760917385,0.038629218,8658952009.461395,0.008048729,267797550.48133683,0.7702666999050134,12193.819010416666,4.845036698178959,0.0386295282024389,581917922.1729736,31,1.6032815,39.544903,0.0184039834104938,2859982365.261285,0.7884345584028088,34872.524305555555,4.198426408440517,0.3750000100666936,6739768937.735474
143,Grass,8,4019.0,3349.0,1719.0,2004.5,2007.0,2575.5,3349.5,3697.5,3779.0,4005.0,0.03731477,0.3579665237474567,0.31714365,-0.021693803,0.32083958,0.31714365,0.2599731287985131,0.007457215,360484459.0811633,0.5174450791891445,13508.90842013889,4.903400653486525,0.0108513393065389,373830020.46652985,0.007481328,564369362.9704862,0.7243062031700779,14451.87239583333,4.900993892442914,0.007378943,1027264576.4290771,0.00745081,270068932.3072917,0.5691816849327747,11665.14844,4.903701498616975,0.003472496,316689945.9348831,78,1.4994658,245.65244,0.0147207754629629,214573880.60720485,0.7194961723530631,7925.869357638889,4.342926175455633,0.3750010183556006,386238920.0749512
364,Mixed crop fields,3,3212.0,2113.0,1440.0,1794.0,1508.0,2229.0,3785.0,4169.0,4628.0,4495.0,-0.13450958,0.6042996049832876,0.45476922,0.1895836,0.52387226,0.45476922,0.431009571970381,0.008121067,80186779.59027778,0.5275247712648907,7003.079861111111,4.837816415048128,0.042101566,84608045.55651855,0.008005401,2067045289.064236,0.5303123392900755,34512.801215277774,4.848345994613925,0.034722869,2201093579.708496,0.00817419,93033094.06336804,0.7252893542848246,7420.460069444444,4.834495355563355,0.038194847,169751740.10906982,4,0.74938184,294.36417,0.0197347005208333,1405962668.8598092,0.6236220400108401,25431.694878472223,4.147884426524688,0.3750000153257687,1867934359.59668
2836,Shrubs,5,3492.0,2824.0,1486.0,1666.0,1856.0,2169.0,2625.0,2812.0,2954.0,3143.0,0.08173562,0.2251775136322624,0.279646,-0.06979736,0.23484544,0.279646,0.1777456647398843,0.007981289,885777098.2899306,0.5457981464428133,22764.19878472222,4.8507527556575365,0.03125021,976807340.4069824,0.008157989,1011664755.3402778,0.5917946479226894,25092.64236111112,4.8348079637436125,0.038628547,1240737521.0050354,0.008755908,191671351.64756948,0.4067571318323618,11016.25781,4.803207461996413,0.046007197,162168119.65355682,133,3.0492387,264.18628,0.0186786416136188,471975926.5659722,0.6932211485542829,13538.288194444443,4.180800501447044,0.3789063542871943,773479479.3685913
713,Built up,4,3679.0,3431.5,2803.0,3246.0,3587.0,2715.5,3378.5,3608.0,4186.0,3680.0,0.01718235,0.096600904,0.12269779,0.04891418,0.081630625,0.12269779,0.072595901,0.008101852,9414601354.451387,0.5999953677575175,67009.36719,4.838718950439481,0.034722502,11652486839.771416,0.007981289,6979162662.95052,0.4351850500751755,64630.87326388888,4.850752755657536,0.031250091,6192966567.893555,0.008005401,6556460782.381512,0.5976582838205746,52926.09244791668,4.848345994613925,0.0347224293726493,8056073987.083153,89,2.1371078,106.80975,0.0184039834104938,1799108107.925781,0.5385412692790766,27104.85373263889,4.198426408440516,0.3750000047060507,1956974870.258026
1245,Water,0,1221.0,1117.0,1203.5,1251.5,1173.5,1296.0,1443.0,1452.5,1439.5,1424.5,-0.039706573,0.078404719,0.0723277,0.07240886,0.10788013,0.0723277,0.0554907284900423,0.00878002,14772504.897135418,0.4128198541882814,2724.8224826388887,4.788176968523653,0.055557291,12651592.208019257,0.008077739,1437896072.7348092,0.5478954518941601,28089.434461805555,4.841125711483093,0.038194871,1603886937.455185,0.008289855,32820456.872395832,0.4868330594711029,4242.373264,4.820969087742851,0.045575177,32117094.32805252,7,0.0,0.0,0.0184039834104938,866096456.0876737,0.5729862520335821,18724.672743055555,4.198426408440518,0.3750004188788696,1038601896.648636
1261,Built up,4,4536.0,4165.0,1922.0,2290.0,2754.0,3008.0,3396.0,3653.0,3710.0,3886.0,0.12895261,0.1504607861576077,0.24696074,-0.09878248,0.15075377,0.24696074,0.1279317697228144,0.007994098,4534566143.663196,0.5823062800284107,52886.90104166667,4.850151065396634,0.0312500871966114,5400612894.02002,0.008055134,5983538772.145833,0.2831273181994664,55109.84201388889,4.844735853,0.031250037,4157450536.205658,0.007994098,1520006928.6180556,0.5827945318147003,29858.89063,4.850151065396632,0.0312500851371939,1808740376.589432,63,1.6479098,124.24089,0.019636743,858542497.7413194,0.5989218567400529,18768.108506944445,4.116596532957746,0.437500061,1074599734.3811646
1214,Maize fields,1,3181.0,2408.0,1499.0,1790.5,1752.5,2258.5,3405.0,3652.5,3756.5,3852.5,-0.031789985,0.3945317333569895,0.361446,0.07623713,0.36549765,0.361446,0.2865097914684441,0.008223922,226036937.3181424,0.65292895,11646.241753472226,4.827888525743233,0.041668416,324736221.60832214,0.008223922,6891461750.483073,0.6555594597261156,61902.853732638905,4.827888525743234,0.041666712,10039190288.612823,0.008193405,91428916.60416669,0.70132042,7218.605035,4.830596131917295,0.0455746403165685,152773975.71819305,7,0.0,0.0,0.021132858,4763592168.305121,0.6416951349852914,40868.80946180556,4.051879541,0.4561633224268668,6662311657.060822
2185,Trees,6,2846.0,2101.5,1402.0,1611.5,1506.5,1960.0,2794.5,3109.5,3234.5,3378.0,-0.026515687,0.3672647565721628,0.33152965,0.052047122,0.35243368,0.33152965,0.262122210870187,0.00826725,143507770.49956596,0.2443695608801017,9450.089843750002,4.829392751395489,0.0386290951181546,95135775.63506316,0.007994098,505715281.4101561,0.2121999518843089,17740.91883680556,4.850151065396634,0.0312503313376569,323452929.46102905,0.008278552,52084461.24305555,0.2906820324166975,5703.644965277778,4.822774159,0.0568581755686374,36837884.10357666,26,0.6183033,0.0,0.0184665256076389,135418873.98697916,0.5068608257427134,7524.419270833332,4.185767386861945,0.3715287565906876,138300979.40789795
3978,Trees,6,3118.0,2100.0,1395.0,1513.0,1424.0,1907.0,2705.0,3116.0,3212.0,3424.0,-0.023030814,0.3934740882917465,0.36274925,0.036768343,0.39017528,0.36274925,0.2811038353601497,0.007942482,36716716.44097222,0.2241736027753865,4891.704861111111,4.860668881912624,0.003906814,23717207.28308487,0.007457215,486422274.2413194,0.4009396730382171,17753.321180555555,4.903400653486524,0.003906398,406271534.61120605,0.009067112,15246007.254340276,0.2442744217488497,3062.000868055555,4.772521258690374,0.0329877983071213,10014307.184303284,322,0.30916065,0.0,0.0147207754629629,129691860.91145831,0.5971732129789107,7269.537326388889,4.3429261754556325,0.3750000915879169,161238715.82928467
3953,Trees,6,3134.0,2296.0,1318.0,1467.0,1345.0,1859.0,2633.0,2930.0,3284.0,3197.0,-0.009258146,0.3878951334628961,0.38874787,0.030076467,0.4107517,0.38874787,0.2875343002744022,0.007981289,781473305.4418402,0.5167440618687693,21820.628472222223,4.8507527556575365,0.03125011575081,806758882.2409286,0.008072841,3152454254.5546875,0.3555017395509947,43870.56250000001,4.842629937135351,0.0351563280606822,2438790533.1240234,0.008204707,215662399.0954861,0.4314012994914423,11381.382812499996,4.828791061134586,0.0421010408701762,189986402.12926483,197,0.7335594,65.07486,0.0221079131703317,561014796.9869791,0.3950221367860048,14817.658854166668,4.073173363205195,0.3936632370364788,464463525.2146301
684,Mixed crop fields,3,3824.0,3209.5,1511.0,1802.0,2055.0,2370.5,3090.5,3349.0,3644.0,3535.0,0.06891404,0.2633293387837395,0.33588564,-0.024852073,0.27121124,0.33588564,0.2156781546608689,0.007716049,2512011385.0173607,0.5994558031025627,38952.84027777779,4.877227127137255,0.02083337,3120177305.825928,0.007716049,1552691339.0555556,0.530984648,29896.814236111117,4.877227127137256,0.0208339603394181,1656619339.8242798,0.007716049,507168956.5381945,0.5705803428478451,16570.854166666664,4.877227127137255,0.0208336887496139,588282743.7993164,82,1.9408138,118.53561,0.0174157413435571,582307240.1210938,0.7259339599752145,15398.25391,4.223431843417403,0.4084201551437229,1064299542.1383668
1136,Built up,4,3850.0,3435.0,2089.0,2467.0,2683.0,2771.5,3233.0,3506.0,3574.5,3694.0,0.07792887,0.184159315456007,0.18839099,-0.051942565,0.15600812,0.18839099,0.1291355314190953,0.007981289,4533543576.263889,0.7085994299182575,49506.95920138889,4.850752755657537,0.031250351,7731003760.316704,0.007981289,5597495791.43316,0.3101340977905091,55862.691840277774,4.850752755657536,0.031250262,4081047160.072357,0.007981289,2495157490.073785,0.5811243951170524,34417.99219,4.8507527556575365,0.0312503371670419,2967534282.244369,79,2.0441961,270.0,0.019636743,661178456.1462673,0.6733959767980169,15377.197482638889,4.116596532957746,0.4375000688412646,1021562355.9342346
2571,Bareland,7,1370.0,1291.0,1543.0,1772.0,1795.0,1827.0,1501.0,1585.0,1537.0,1416.0,0.02017291,-0.010272443,-0.016693944,0.05254963,-0.01474359,-0.016693944,-0.008497537,0.007699849,2844240279.2500005,0.8600693598026657,33450.82986111111,4.880536423572221,0.0143231571820552,10265017456.591278,0.00746362,7627737712.684028,0.8843108516950604,59735.640625000015,4.903099808356073,0.003472582,33093516848.235134,0.007725468,939057849.703125,0.8373998549000305,18974.042534722223,4.879333043050416,0.0143232306154567,2922945051.0476227,53,1.6926758,90.0,0.0147207754629629,10672002849.5,0.8137809320819849,61775.35763888889,4.3429261754556325,0.3750000042150171,28849155169.54509
647,Built up,4,3277.5,3008.0,1677.0,1946.5,2188.0,2514.5,2869.5,2961.5,3068.0,3120.0,0.07952259,0.1464610748533465,0.2130108,-0.038656984,0.153985,0.2130108,0.1161933983083377,0.008011806,2616575594.0112853,0.5605090377947715,36560.56597222222,4.8480451494834735,0.035156338,2977027638.153824,0.008011806,9822279113.523,0.486908872,75468.26172,4.8480451494834735,0.0351562731420387,9529938655.843964,0.007981289,1466587771.6236978,0.5415034850100324,26243.63498263888,4.8507527556575365,0.0312500777255863,1599754051.476036,52,1.9410068,241.46748,0.019636743,2638095201.229601,0.5851512022111385,30637.81293402778,4.116596532957745,0.4375002512068316,3168600583.822235
2378,Trees,6,3135.5,2407.0,1472.5,1627.5,1631.0,2031.5,2653.0,2898.0,3068.0,3184.0,0.027298544,0.2858041314277801,0.30517107,-0.012464443,0.29652056,0.30517107,0.2140625449631526,0.00819981,287295544.359375,0.3793738019090654,12631.539062500004,4.835108808874065,0.0312509369815918,231347171.891037,0.007994098,811812591.481337,0.5028461190905231,22082.731336805555,4.850151065396632,0.031250308,819798397.9462585,0.008211112,129486069.15234376,0.343800939,8818.838107638889,4.833303738091358,0.034723003,98459816.46920776,34,0.92740995,180.0,0.019636743,251110566.8862847,0.5911713659188145,9870.171006944443,4.116596532957745,0.4375000738650267,308008190.53370667
3036,Trees,6,2450.5,1693.5,1278.5,1421.5,1301.0,1761.5,2770.5,3084.5,3320.5,3341.0,-0.11670459,0.4384044977005189,0.4147863,0.17522885,0.45348656,0.4147863,0.3257924014852014,0.009329713,257224884.55772573,0.7838707737074686,9445.021267,4.746949422602008,0.085505109,607033462.4532814,0.008765703,536575840.7686632,0.7839594907999238,17227.62717013889,4.782761756175527,0.073784845,1254744337.992493,0.009522615,118107906.7048611,0.7411930138975468,6580.297743055555,4.732508856340344,0.092450143,232740820.99533844,82,1.281438,164.77266,0.0245572313850308,375986226.6137152,0.836557228,11507.332465277776,3.972096765942631,0.4375000383934377,1169994794.7034912
1187,Maize fields,1,3579.0,2785.5,1519.5,1759.0,1863.5,2289.5,3010.5,3211.0,3414.0,3416.5,0.06442908,0.290703901552386,0.30302486,-0.056077275,0.28222945,0.30302486,0.2183547620200622,0.008029514,193179567.157118,0.6146203697631195,10921.338541666666,4.845939233570314,0.031250457510063,250476029.86871335,0.008133876,2694011532.049046,0.622301843,37812.43098958333,4.837214724787226,0.035156534,3527623575.854645,0.008005401,76222503.80468751,0.6159200422271478,6761.206597222223,4.848345994613926,0.034723119,99270226.52416992,13,0.9880244,339.82437,0.019636743,1163176850.1089408,0.6343218076008408,20857.379774305555,4.116596532957746,0.4375000045238766,1591098068.762268
595,Mixed crop fields,3,3764.5,3262.5,1393.5,1628.5,1747.5,2181.0,3144.0,3497.0,3779.5,3701.5,0.04834492,0.3585037236180223,0.3774751,-0.025367834,0.3609393,0.3774751,0.2816464272300815,0.008005401,1775799833.8098958,0.4858901294665586,29434.34461805555,4.848345994613925,0.034722558,1716205260.5335464,0.007981289,3177420749.4804683,0.4737866611645878,42603.70442708333,4.850752755657536,0.0312502668850676,3017988007.5397034,0.008042324,539967306.0399306,0.3889732585451477,16461.82378472222,4.845337543309412,0.0312506916546992,443754801.2701874,36,0.6183033,180.0,0.0191865143952546,1211118657.5069444,0.5002875797177966,22543.051215277777,4.165758244924478,0.3789063421300205,1210775856.8688354
275,Mixed crop fields,3,2729.5,2188.0,1405.5,1519.0,1533.0,1811.0,2117.5,2262.5,2214.0,2381.5,0.09417898,0.1251272382972159,0.18232124,-0.12212444,0.14278471,0.18232124,0.094367468,0.008375003,221541559.60416663,0.7063828996014785,10823.552951388889,4.822774158525559,0.04991439,376784682.5937729,0.008248035,1831004143.483941,0.3840006415440742,29953.20355902777,4.830295286786844,0.0381946602698579,1519030879.743927,0.008138774,132935449.01432288,0.6198330642261161,8722.706163194445,4.838707187389675,0.031250925,174037185.2250824,0,0.70630705,28.908527,0.019636743,851433766.9991319,0.5989644634236885,17077.090277777777,4.116596532957747,0.4375002078248525,1067119813.828125
1957,Maize fields,1,3331.0,2624.0,1491.0,1703.0,1780.0,2247.0,2882.5,3109.5,3200.0,3346.5,0.063930266,0.253959802,0.29323953,-0.04204316,0.26757422,0.29323953,0.2004104532735602,0.00746362,109304958.92100692,0.6247300218844642,7868.157118055554,4.903099808356073,0.003473731,148617953.6874771,0.007378472,925249465.5815972,0.5428327398373805,22154.77517361111,4.910921781747808,3.60655939162871e-07,1043224086.890686,0.007704747,20317296.6749132,0.5577525647906539,3497.626302083333,4.8790321979199645,0.018230685,23050832.22782898,20,0.9193105,227.7365,0.0149747118537808,803940316.3993055,0.4984298847160722,16274.631076388889,4.330880607187771,0.3750000379502867,838828763.7461243
3031,Trees,6,2433.0,1654.0,1301.0,1428.5,1315.0,1766.5,2841.5,3164.5,3321.0,3433.0,-0.10809102,0.4320094331019088,0.4085689,0.16612019,0.44321364,0.4085689,0.3181869826005841,0.007632409,28966781.643663183,0.1772861633963459,2934.3190104166665,4.886252481050796,0.0147615161951334,17868220.6150589,0.007487733,266516494.70659727,0.4772194006925753,13157.782986111108,4.900693047312462,0.007812669,257186962.17941284,0.007749581,12953430.650173612,0.3606383960250819,2744.3194444444434,4.876926282006805,0.0117216754310625,10215484.2032547,84,0.91403764,132.56465,0.016051493,128472007.17100692,0.4134728820527479,6984.131076388889,4.292384193539803,0.375000176,110926005.87698364
3513,Trees,6,2724.0,1879.5,1342.0,1495.5,1402.0,1886.0,2691.0,2900.5,2984.0,3145.5,-0.041785836,0.3426742677292165,0.3414987,0.07323029,0.36512983,0.3414987,0.2549734797084563,0.007868637,25491737.49088541,0.4981114274528287,4018.855469,4.863689096266945,0.0186653645931319,25583635.442443848,0.00745081,125672267.69618052,0.3999074140677343,8930.018229166668,4.903701498616975,0.003472733,106232902.39205933,0.007499035,16962401.671006948,0.443578106,3358.664930555556,4.898887976529753,0.003474358,15377123.360092163,311,0.92740995,0.0,0.0147207754629629,60082016.09244792,0.522545729,4433.700086805556,4.3429261754556325,0.3750011024737971,63401261.95411682
1887,Built up,4,3747.0,3605.0,1629.0,1920.0,2137.0,2681.0,3097.0,3366.0,3339.0,3492.0,0.09391888,0.1859324069523831,0.2548263,-0.06664669,0.19251859,0.2548263,0.1490230041102175,0.007716049,3633244441.605902,0.6339251641804533,48225.16319444445,4.877227127137256,0.020833452,4996095995.713593,0.007740162,3386559038.080295,0.4734142449751491,42534.69227430556,4.874820366093645,0.0173611895220601,3221370124.031494,0.007691937,1669353712.1371524,0.5911296008700143,30046.63454861111,4.879633888180868,0.0173612320409574,2047597819.2814105,69,1.6885012,156.23872,0.0174157413435571,1280588759.6618922,0.636350381,23052.98047,4.223431843417403,0.4084201424247303,1763881694.5456238
2869,Trees,6,2729.0,2047.0,1381.0,1519.7777777777778,1501.0,1846.0,2920.0,3273.0,3534.0,3552.0,-0.045399264,0.388798798,0.38267717,0.08462013,0.3859649,0.38267717,0.2898564969530175,0.007402585,418431006.5338541,0.6208811099464597,14416.60503472222,4.908515020704197,0.003473296,567729320.3713303,0.007687039,933049744.3246528,0.4313959137353363,23790.19010416667,4.881138113833124,0.007378574,817049554.6062927,0.007402585,202311284.45529515,0.6020039713411897,9913.356336805557,4.908515020704197,0.003481076,259445319.66767883,93,0.30916065,0.0,0.0147207754629629,316434477.51953125,0.4999735072660504,11795.212239583334,4.342926175455632,0.3750000389031666,317026608.2127075
179,Trees,6,2434.0,1727.0,1356.0,1540.0,1404.0,1838.0,2929.0,3309.0,3208.0,3539.0,-0.08054863,0.380859375,0.3509211,0.1322133,0.3798421,0.3509211,0.2723801442511667,0.008839548,204969747.1497396,0.6823908941865501,10059.072482638889,4.776744853566501,0.07378537,321433637.2747421,0.008815436,1513591786.8784723,0.5093258725915182,30720.329861111117,4.779151614610111,0.070312636,1532009041.47641,0.008992136,122063494.9518229,0.6163585555811569,8069.846788194443,4.768622035044315,0.077691684,158393672.43463898,45,0.74984425,294.34814,0.0229612750771604,426126310.88411456,0.5513364390939256,12756.168836805557,4.053926641425403,0.3750000199871336,473846664.9933472
1034,Rice fields,9,4084.5,2926.5,1700.5,2008.5,2083.0,2878.0,3458.5,3786.5,3879.0,4182.0,0.04602796,0.3099768331406261,0.32245144,-0.014871079,0.29497412,0.32245144,0.2427804214720343,0.008235225,411963088.7625867,0.5186535049811053,15826.989149305551,4.835710499134968,0.046007116,428074784.4887848,0.008053627,548954435.2430556,0.7340606308093638,17509.132812500004,4.843532472526704,0.034722781,1059704798.7357484,0.008223922,236875954.3385417,0.5078937012473907,11967.655381944442,4.832702047830455,0.034722476,246789487.41295624,5,1.0684483,286.8175,0.019636743,261303058.8220486,0.8141817222560919,9377.274305555557,4.116596532957744,0.4375000805763436,710766814.2779541
2908,Mixed crop fields,3,3917.5,3071.5,1506.5,1743.0,1718.5,2361.5,3109.5,3391.0,3375.0,3691.5,0.11289548,0.2587326268449632,0.28843534,-0.12454315,0.26604584,0.28843534,0.1976110187189605,0.007981289,2014458357.667968,0.6638906510956026,34555.299913194445,4.850752755657535,0.0312500404343004,2972635606.641236,0.008005401,1117016919.1875,0.6560651309822214,25054.71875,4.848345994613926,0.034722374,1615232480.0587769,0.008235225,720838724.0902778,0.6327446116551576,19899.75347222222,4.835710499134967,0.046007262,974731768.6997528,54,0.74159145,294.63705,0.0147207754629629,715288324.9648438,0.6734994509900665,16792.16710069444,4.3429261754556325,0.3750000272425818,1098703365.0902405
2079,Maize fields,1,3022.0,2355.333333333333,1388.0,1714.3333333333333,1525.5,2221.0,3438.0,3770.0,4296.0,4019.5,-0.11580073,0.5200115317267775,0.43007895,0.18214987,0.47832072,0.43007895,0.3874895654179797,0.007474923,196179246.14539933,0.6504734252543667,10708.404079861111,4.901294737573364,0.006945005,281034933.2403183,0.007439507,5711570861.320745,0.4986632220095061,54501.11675347222,4.905506569399684,1.5565426261255e-07,5662881955.549835,0.00757288,36445565.42230903,0.66899452,4481.7582465277765,4.892871073920727,0.0182307683052736,55215405.69636536,32,0.0,0.0,0.0147207754629629,2438149827.3155384,0.4990055671228051,31920.299913194445,4.342926175455632,0.3750000455512444,2437105780.6362915
2998,Trees,6,2490.0,1699.0,1327.0,1484.0,1346.0,1797.0,2758.0,3079.75,3208.0,3352.0,-0.09144088,0.40862878,0.3837901,0.14023528,0.41270742,0.3837901,0.2962662608255726,0.0103337794174382,13667241.370659724,0.3669940683076607,2834.6796875000005,4.681642503194447,0.075521946,10791977.573554993,0.008367091,215921774.2773438,0.3293384605347188,11514.821614583336,4.820054789301689,0.038194617,161591389.21463013,0.009024161,11015392.955729166,0.3079823051531568,2591.5937499999995,4.761702597043934,0.0494816948783087,7978227.252540588,89,0.30916065,180.0,0.021112136,47192871.378472224,0.6216382910804268,4326.730902777777,4.0564275068674736,0.4375001314224112,62796037.67477417
